,timestamp,signal,price,sl,tp,rr,thr_rr_adx_p40,thr_rr_adx_p60,thr_rr_bbw_p40,thr_rr_bbw_p50,thr_rr_dir_p30,thr_rr_dir_p70,entry_kind,stop_dist,outcome,close_ts,quality,entry_hour,entry_dow,trend_entry,rsi_entry,ma20_slope3_entry,roc3_entry,vwap_prox_entry,dir_r2_abs_entry,flip_rate24_entry,trend_flip_during,bars_trend,bars_chop,bars_neutral,mfe_R,mae_R,regime_entry,ADX_entry,ATR_rel_entry,VOL_mult_entry,MA_gap_pct_entry,bb_pctb_entry,bb_bw_entry,bb_mid_slope_entry,rsi_bin,bbpos_bin,bbbw_bin,atrrel_bin,vwap_side,vwap_dev_bps,rr_bucket,cohort_id,pause_state_open,qty,locked_margin,usd,risk_scale,exit_kind,fee,pnl,balance_after,probe_after_streak,skipped,governance_skip,hour_utc,dow
10,2024-01-08T23:30:00.000Z,BUY,97.96000000000001,95.85900000000001,101.5317,1.7,15,20,0.006,0.008,0.05,0.2,limit_maker,2.100999999999999,SL,2024-01-09T00:45:00.000Z,1,23,0,1,45.73524915927855,0.13070000000000448,0.00009216873022221961,4.701407196812589,0.8624615850971071,0,0,0,5,0,0.4512137077582077,0.39790575916231014,neutral,31.38124730232097,1.0326920855612336,0.49767606953358384,0.023715829754320246,0.5976771803640446,0.03319379500396012,,rsi_40_50,bbpos_40_60,bbbw_thick,atr_high,vwap_above,569.2385142817981,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",13.673,17.85876106666667,28.72837147944986,1,market_taker_stop,0.47177406179422204,-29.39534907784421,1137.8642834334833,,,,23,0
11,2024-01-09T07:00:00.000Z,BUY,101.34,98.93625,105.42637500000001,1.7,15,20,0.006,0.008,0.05,0.2,limit_maker,2.4037500000000023,SL,2024-01-09T13:00:00.000Z,1,7,1,1,25.751072961373282,0.707650000000001,-0.010240635464527581,1.4043262803944991,0.6766661298744268,0.041666666666666664,1,9,0,15,0.5674466978679098,0.7247009880395223,trend,61.179158957759306,1.0914915499747624,0.6439197430735689,0.01672907586505449,0.6207150321774801,0.08261138248481767,,rsi_<30,bbpos_60_80,bbbw_thick,atr_high,vwap_above,127.48194730560826,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",12.35,16.68732,29.686846085837086,1,market_taker_stop,0.43980458691487506,-30.309396490039884,1157.1644469434434,,,,7,1
12,2024-01-09T16:30:00.000Z,SELL,100.91,103.639,96.95295,1.45,15,20,0.006,0.008,0.05,0.2,limit_maker,2.728999999999999,TP,2024-01-09T21:00:00.000Z,1,16,1,0,50.81018518518515,-0.1547999999999945,-0.003358513882521841,0.21583256049942798,0.09690928310534493,0.16666666666666666,0,0,17,1,1.3730304140710898,0.19824111396115698,trend,37.821637622537295,1.1998311706963898,0.5234861248094359,-0.005893384509829283,0.4850994441417986,0.03748311895137778,,rsi_50_60,bbpos_40_60,bbbw_thick,atr_high,vwap_above,60.52186463361921,rr_1.2_1.6,1,"{""BUY"":false,""SELL"":false,""micro"":false}",10.6,14.261946666666667,28.929111173586087,1,limit_maker_tp,0,41.975999999999935,1199.1404469434433,,,,16,1
13,2024-01-11T01:15:00.000Z,BUY,100.41,96.42349999999999,107.18705,1.7,15,20,0.006,0.008,0.05,0.2,limit_maker,3.9865000000000066,TP,2024-01-11T12:45:00.000Z,2,1,3,1,21.547527542915603,0.7709499999999991,0.0068195226334155645,0.07823331275324946,0.3489978102172806,0.08333333333333333,1,34,0,12,1.2512228772105858,0.6296249843220848,trend,48.59857988569356,1.50966046367196,0.9062641972540667,0.030061505137020394,0.5447018395148875,0.12466612050731785,,rsi_<30,bbpos_40_60,bbbw_thick,atr_high,vwap_below,-42.99104175763826,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",7.5200000000000005,10.067776,29.978511173586085,1,limit_maker_tp,0,50.98560000000001,1250.1260469434433,,,,1,3
14,2024-01-11T01:30:00.000Z,BUY,100.37,96.41933333333334,107.08613333333334,1.7,15,20,0.006,0.008,0.05,0.2,limit_maker,3.950666666666663,TP,2024-01-11T12:45:00.000Z,1,1,3,1,36.174142480211025,0.836749999999995,0.004146784258092673,0.1891412083433374,0.3860827994288672,0.041666666666666664,1,33,0,12,1.2726965912926067,0.6252109348633139,trend,50.89650946183777,1.4699598960907518,0.5068108693934228,0.0320088589617536,0.5261020106716588,0.11353141843934313,,rsi_30_40,bbpos_40_60,bbbw_thick,atr_high,vwap_below,-47.20668497772793,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",7.524,10.0691184,29.72681677358608,1,limit_maker_tp,0,50.56127999999999,1300.6873269434432,,,,1,3
15,2024-01-11T19:00:00.000Z,SELL,101,104.42208333333333,95.18245833333333,1.7,15,20,0.006,0.008,0.05,0.2,limit_maker,3.422083333333333,TP,2024-01-12T15:45:00.000Z,1,19,3,0,56.388526727509706,-0.7107499999999902,0.005279968060684759,0.6883918098636379,0.07166753358220485,0.041666666666666664,1,16,59,8,1.6086691830025557,0.4134908072567899,trend,62.4187246383172,1.4443680023861178,0.5432612670478058,-0.002318345966109692,0.40346514307028103,0.10790469609016089,,rsi_50_60,bbpos_40_60,bbbw_thick,atr_high,vwap_below,-88.62534947693231,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",9.502,12.796026666666668,32.51718317358608,1,limit_maker_tp,0,55.30163999999994,1355.988966943443,,,,19,3
16,2024-01-13T00:45:00.000Z,SELL,91.87,94.44808333333334,87.48725833333333,1.7,15,20,0.006,0.008,0.05,0.2,limit_maker,2.578083333333339,SL,2024-01-13T19:30:00.000Z,1,0,5,0,73.63089585311818,-0.48509999999998854,-0.00413847039527282,0.21985355759826053,0.8019191833027163,0,1,18,45,12,0.9278210556938321,0.9856159291463271,trend,58.16949085380735,1.1530972646506759,0.9402540794866844,-0.02501846026128372,0.3688681177261652,0.09530069480721806,,rsi_>=70,bbpos_20_40,bbbw_thick,atr_high,vwap_below,-9.781416837476458,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",13.149000000000001,16.1066484,33.89972417358608,1,market_taker_stop,0.4471502876737786,-34.53265271483652,1321.4563142286065,,,,0,5
17,2024-01-14T00:30:00.000Z,BUY,95.67,94.02641666666666,98.46409166666666,1.7,30.883735491521026,38.17844466639918,0.030366410367545914,0.034801041345439,0.14966492047584154,0.5738316272592474,limit_maker,1.6435833333333392,TP,2024-01-14T06:30:00.000Z,1,0,6,1,44.08284023668641,0.2530000000000143,-0.0037059913526867883,0.5514084804859403,0.6840832110708148,0,0,2,20,2,1.594077980023326,0.8268518987983541,trend,50.95012884959668,1.29005124099489,0.7606905286110713,0.021045967060590608,0.5430913435431882,0.023842660588716147,,rsi_40_50,bbpos_40_60,bbbw_thick,atr_high,vwap_above,3.67814290755209,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",20.1,25.639560000000003,33.03640785571516,1,limit_maker_tp,0,56.279999999999944,1377.7363142286065,,,,0,6
18,2024-01-14T09:30:00.000Z,BUY,97.37,95.92925000000001,99.819275,1.7,30.55902620050501,37.953774778235974,0.029919473822879964,0.03453154269018336,0.15542439803379962,0.5951104749403947,limit_maker,1.4407499999999942,TP,2024-01-14T16:15:00.000Z,2,9,6,1,42.850489054494524,0.12279999999999802,-0.002657037044636157,0.7015660893257135,0.683754483145603,0,1,1,23,3,1.6574700676730805,0.7614089883741164,trend,40.08124410539625,0.8927437269378408,0.7628075028631321,0.010603660538410973,0.4667827769135142,0.026538247471043684,,rsi_40_50,bbpos_40_60,bbbw_thick,atr_high,vwap_above,67.48675323619861,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",23.906,31.036362933333336,34.443407855715165,1,limit_maker_tp,0,58.56970000000007,1485.1290342286063,,,,9,6
19,2024-01-14T09:45:00.000Z,BUY,97.07000000000001,95.64258333333333,99.13975416666668,1.45,30.566446798858593,37.96851631126412,0.029917877597069927,0.03452851903283253,0.15543590124477882,0.5953019183097399,limit_maker,1.427416666666673,TP,2024-01-14T15:30:00.000Z,1,9,6,1,13.077939233817403,0.13965000000001737,-0.004744241331256616,0.5907902627042326,0.6659583655672144,0,1,0,23,0,1.3317765193531408,0.558351333994987,neutral,37.138722231648686,0.8860264488904107,0.6309816339938459,0.01085292847003637,0.34702717429978064,0.025018676057649996,,rsi_<30,bbpos_20_40,bbbw_thick,atr_high,vwap_above,35.67600871473169,rr_1.2_1.6,1,"{""BUY"":false,""SELL"":false,""micro"":false}",23.586000000000002,30.526573600000006,33.667498782381834,1,limit_maker_tp,0,48.82301999999984,1426.5593342286063,,,,9,6
20,2024-01-14T18:30:00.000Z,BUY,100.4,98.62958333333334,103.40970833333334,1.7,30.283157515571894,37.87349344724655,0.02944880897788601,0.03382408037100208,0.16133372305886023,0.5942698329700749,limit_maker,1.7704166666666623,SL,2024-01-14T18:45:00.000Z,3,18,6,1,3.7532637075720743,0.523350000000022,-0.020657631020181477,0.4937453135374991,0.5174992769790775,0.041666666666666664,0,1,0,0,0,0,trend,66.26746365592979,1.249259088514226,0.4551259295348694,0.012205607476635454,0.6685853306767574,0.0642940434608807,,rsi_<30,bbpos_60_80,bbbw_thick,atr_high,vwap_above,220.28248116512935,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",20.971,28.07317866666667,37.12822585571516,1,market_taker_stop,0.7444982656564275,-38.18216033113552,1446.9468738974708,,,,18,6
21,2024-01-18T14:00:00.000Z,SELL,99.15,100.409825,97.00829750000001,1.7,30.573867397212176,38.087912683004824,0.028177501460942632,0.031927698866449916,0.1419226322434858,0.5446346050220479,limit_maker,1.2598249999999922,TP,2024-01-18T16:45:00.000Z,3,14,3,0,54.36671239140384,-0.35634999999999195,0.0050445859872612075,2.6720719355886953,0.5382649311686796,0,0,3,5,3,1.6795983569146542,0.007937610382387179,trend,71.53219922224874,0.8721842405915184,1.5320302417456457,-0.0077463449182982695,0.3966372398888616,0.035514709415725695,,rsi_50_60,bbpos_20_40,bbbw_thick,atr_high,vwap_below,-109.22781695387022,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",28.713,37.958586000000004,36.17367184743677,1,limit_maker_tp,0,61.732950000000166,1508.679823897471,,,,14,3
22,2024-01-18T14:15:00.000Z,SELL,98.78,99.99625,96.71237500000001,1.7,30.577019362136927,38.106972069721344,0.028186015430051975,0.03193064105711519,0.1419959044666757,0.5443293317846415,limit_maker,1.2162500000000023,TP,2024-01-18T16:45:00.000Z,3,14,3,0,59.215365753984436,-0.2813500000000033,0.011135516166930426,2.057053065438382,0.533815580732942,0,0,2,5,3,1.4355601233299078,0.31243576567317294,trend,70.7492223706514,0.8905754600238683,1.1095904596610842,-0.008403265057797536,0.35489187585910476,0.03328576917248726,,rsi_50_60,bbpos_20_40,bbbw_thick,atr_high,vwap_below,-143.9314255122251,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",28.961000000000002,38.143567733333335,35.22470719743677,1,limit_maker_tp,0,59.94926999999981,1568.6290938974707,,,,14,3
23,2024-01-18T22:00:00.000Z,SELL,94.32000000000001,96.58816666666668,90.46411666666667,1.7,31.0095665515747,38.34125104976522,0.028196118675943148,0.03214385856125172,0.1457437467843395,0.564578741316659,limit_maker,2.268166666666673,TP,2024-01-19T16:15:00.000Z,1,22,3,0,70.57131113851187,-0.33345000000001335,0.0036293766011954443,2.721975209831139,0.9007758430569607,0,1,17,35,21,1.6533176574325847,0.47703725475787717,trend,69.91593646084816,1.5415059161476996,0.6659943895619834,-0.02847201274561866,0.4705215264819372,0.03897659201351713,,rsi_>=70,bbpos_40_60,bbbw_thick,atr_high,vwap_below,-288.69900808118336,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",17.289,21.7426464,39.21572734743677,1,limit_maker_tp,0,66.73554,1635.3646338974706,,,,22,3
24,2024-01-21T14:00:00.000Z,BUY,93.24,92.49749999999999,94.316625,1.45,31.192616633483976,38.8808435176881,0.026588835737465608,0.029421600655441513,0.139125749032439,0.5550439335447167,limit_maker,0.7425000000000068,SL,2024-01-21T15:45:00.000Z,1,14,6,1,58.97435897435947,0.10575000000000045,0.004427727028479378,1.7268653750859302,0.19541365016958095,0.041666666666666664,1,0,7,0,0.6114478114478211,0.5104377104376973,chop,57.507019441208094,0.9913349977970353,1.131090461019036,0.00489821937474567,0.6303856269985653,0.012506047720595666,,rsi_50_60,bbpos_60_80,bbbw_thick,atr_high,vwap_above,46.779036933606214,rr_1.2_1.6,1,"{""BUY"":false,""SELL"":false,""micro"":false}",55.062,68.4530784,40.88411584743677,1,market_taker_stop,1.83324001694337,-43.480739618693725,1591.883894278777,,,,14,6
25,2024-01-26T19:45:00.000Z,BUY,92.81,91.57258333333334,94.91360833333334,1.7,30.42640039076302,38.24436082515879,0.026600174071541076,0.029656798654405844,0.16357816734213335,0.5835495401052255,limit_maker,1.237416666666661,SL,2024-01-27T06:00:00.000Z,1,19,4,1,30.68006182380232,0.2190999999999832,-0.004706034038164053,3.8718555673157176,0.8425269267407801,0,1,0,38,3,0.7564145733719382,0.9471344871708506,trend,50.159162695688394,0.9574872810043643,0.42237287418426334,0.02060145925702715,0.6392063399967937,0.02243057561664089,,rsi_30_40,bbpos_60_80,bbbw_thick,atr_high,vwap_above,290.3814062838372,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",32.161,39.79816546666667,39.79709735696943,1,market_taker_stop,1.0600646733739607,-41.298381967928094,1550.585512310849,,,,19,4
26,2024-01-28T07:00:00.000Z,BUY,95.26,94.0004375,97.40125625,1.7,30.42817278408118,38.16807551074251,0.025565127464918222,0.028782191999918445,0.16867349546908766,0.5915969476765487,limit_maker,1.2595625000000013,TP,2024-01-28T10:00:00.000Z,1,7,6,1,26.26387176325487,0.19129999999999825,-0.003242792346593082,0.1308784484232052,0.7794739915405513,0,0,6,3,3,1.5815015134223118,0,trend,55.93937182912547,1.3719558686734679,0.4171297436606011,0.012727501415005369,0.4665690270865011,0.04733031118294582,,rsi_<30,bbpos_40_60,bbbw_thick,atr_high,vwap_below,-26.739925885149994,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",30.776,39.08962346666667,38.76463780777123,1,limit_maker_tp,0,66.16839999999974,1616.7539123108488,,,,7,6
27,2024-01-28T13:00:00.000Z,BUY,97.31,96.00516666666667,99.52821666666667,1.7,30.52145524923496,38.203409428721734,0.02560654002709739,0.02880143920277821,0.17141684041012295,0.5970527362151242,limit_maker,1.3048333333333346,SL,2024-01-28T17:45:00.000Z,1,13,6,1,39.37267849773014,0.26430000000000575,0.002129184153956354,2.0430199645268035,0.8403157716831275,0,1,0,16,3,0.96487418571976,0.9932302976114494,trend,39.08834830918922,1.2029347366803673,0.6924586913544125,0.01306136680613683,0.5264599373731291,0.03697180680515408,,rsi_30_40,bbpos_40_60,bbbw_thick,atr_high,vwap_above,82.27691299929312,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",30.976,40.190327466666666,40.41884780777122,1,market_taker_stop,1.0704275871336961,-41.93502332686702,1574.8188889839819,,,,13,6
28,2024-01-28T23:15:00.000Z,SELL,94.95,96.46983333333334,92.74624166666666,1.45,30.44562148692694,38.19599955631661,0.025600884379065374,0.02878945182336267,0.16988991362818254,0.5994670945399136,limit_maker,1.519833333333338,SL,2024-01-29T00:45:00.000Z,1,23,6,0,29.858356940509964,-0.18275000000001285,-0.009216445234857207,2.2772184682115393,0.37289536164509807,0,0,0,5,1,0.14475271411338866,0.8856234236210122,trend,41.77386389022238,1.0529451634841998,0.34011733731427723,-0.01492231422393348,0.339607637177014,0.026856720206625558,,rsi_<30,bbpos_20_40,bbbw_thick,atr_high,vwap_below,-153.31529994310011,rr_1.2_1.6,1,"{""BUY"":false,""SELL"":false,""micro"":false}",25.904,32.794464,39.37047222459955,1,market_taker_stop,0.8997585861063842,-40.64436443717344,1534.1745245468085,,,,23,6
29,2024-01-30T04:45:00.000Z,BUY,101.79,100.48625000000001,103.68043750000001,1.45,29.920861151338354,37.80784278591595,0.025409576910478574,0.028555382502885304,0.1722401170583625,0.5981627614113229,limit_maker,1.3037499999999937,TP,2024-01-30T08:30:00.000Z,1,4,1,1,0,0.10614999999999952,-0.0024881226428955516,0.8930527105297715,0.7214487110746255,0,0,0,12,3,1.2080536912751594,0.02914669223394893,neutral,36.87678495671204,0.8645643026953195,0.548146217287997,0.008098664834086089,0.3663678746596206,0.025767270702452674,,rsi_<30,bbpos_20_40,bbbw_thick,atr_high,vwap_below,-59.54007602442849,rr_1.2_1.6,1,"{""BUY"":false,""SELL"":false,""micro"":false}",29.418,39.9261096,38.35436311367021,1,limit_maker_tp,0,55.89419999999975,1590.0687245468082,,,,4,1
30,2024-01-30T14:00:00.000Z,BUY,103.81,102.23483333333334,106.48778333333334,1.7,29.807612692877086,37.57688198796561,0.02522709405078625,0.028315717522316815,0.17678683652262872,0.6070452534222882,limit_maker,1.5751666666666608,SL,2024-01-30T23:30:00.000Z,1,14,1,1,28.589661774090644,0.08145000000001801,0.0011118139820192052,1.0904419831305754,0.7707705138973893,0,1,1,31,6,1.6912496032165931,0.3498042535181477,trend,38.38796389935804,1.266390993361865,0.7494800793393499,0.008984606219010836,0.4466931627083081,0.03227404800474613,,rsi_<30,bbpos_40_60,bbbw_thick,atr_high,vwap_above,24.26203406210155,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",25.236,34.929988800000004,39.75171811367021,1,market_taker_stop,0.9286600515342842,-41.06656578963417,1549.0021587571741,,,,14,1
31,2024-01-31T13:00:00.000Z,SELL,99.66,101.18225,97.072175,1.7,29.684893829247525,37.437204725565785,0.025112878079562282,0.028230782134399002,0.18372911590699334,0.619760205086997,limit_maker,1.5222499999999997,SL,2024-01-31T15:45:00.000Z,2,13,2,0,76.90100430416095,-0.2541000000000082,0.0034725376780431194,0.8796484559585322,0.5516419522450718,0,0,6,2,3,1.442601412382988,0.7488914435867982,trend,43.73637136065229,0.9732257689852796,0.5866257622099905,-0.0056825215014871,0.46836984938539244,0.047338776831735804,,rsi_>=70,bbpos_40_60,bbbw_thick,atr_high,vwap_below,-41.62404132167487,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",25.439,33.8033432,38.72505396892936,1,market_taker_stop,0.9267700874539186,-40.037384126116564,1508.9647746310575,,,,13,2
32,2024-01-31T13:15:00.000Z,SELL,99.53,101.05233333333334,96.94203333333334,1.7,29.68995099019711,37.441766653011975,0.025113754524915915,0.028235583143583664,0.18376517395761288,0.6197586006658401,limit_maker,1.5223333333333358,SL,2024-01-31T15:45:00.000Z,1,13,2,0,72.04301075268866,-0.3045499999999919,-0.006068326345563535,1.271925814708825,0.538201343665337,0,0,5,2,3,1.3571272169914652,0.8342456754981382,trend,44.625375033306476,0.973495845536668,0.4609990520066731,-0.0065850493426017915,0.46309024465088244,0.04408082384063539,,rsi_>=70,bbpos_40_60,bbbw_thick,atr_high,vwap_below,-53.27195128178364,rr_1.6_2.2,1,"{""BUY"":false,""SELL"":false,""micro"":false}",24.882,33.0200728,37.87997038892936,1,market_taker_stop,0.9053140736245322,-39.1611696973248,1469.8036049337327,,,,13,2
